,SubjectID,Condition,Precision,Bias,Sessions,Alphasamples,Betasamples
209,sub_0024,Intero,22.291,4.158,2,"[ 0.54959358 -1.31148146  2.84249358  2.98857219 12.70344857 13.1503687
 12.27909564 -1.9677716   2.87623998  2.69811158  2.07847456  2.16365725
  8.18195813 11.11851805 11.42976394  8.9676731   8.1744666   1.44780241
  2.95669627  8.84522332  4.90663423  5.15333889  6.40956664  2.07860394
  2.51365923  3.44561924  6.73335425  7.25517535  9.24874507  3.15920135
  0.30801805 -2.1218978   0.64901746  4.29930748  3.27897582  2.06331708
  0.52255753  3.37519867  9.23944026 10.5034879 ]","[21.97849417 26.95064215 20.29165913 17.3547449  21.96226888 23.75500852
 24.15404462 19.23527991 27.31546906 17.13986334 18.03394357 15.82790568
 25.41846615 27.22895242 27.23922797 24.23087432 26.42450224 20.85696543
 28.80253864 21.02590296 23.29878033 18.21850895 24.67726547 17.81346741
 20.98477745 22.83379604 28.50529185 29.74197985 24.0023398  24.82066256
 23.47019373 22.95908614 25.4771434  26.59940067 19.17576347 19.96653446
 25.99798597 24.46825773 20.76830194 25.47289256]"
210,sub_0025,Intero,10.429,-24.4,2,"[-25.57315934 -26.63150273 -25.3890442  -22.60867516 -24.62491471
 -26.40028781 -26.61009449 -26.46411133 -20.45294273 -22.50477722
 -22.93948632 -23.94924209 -21.64433755 -25.52835372 -25.97595266
 -22.93270953 -22.0042722  -22.2654269  -23.89797669 -24.32748444
 -23.24411589 -22.93541925 -24.12262094 -25.6740101  -27.04634204
 -26.43605835 -24.02349069 -23.99195659 -24.28050613 -25.36634138
 -22.28749532 -22.07853003 -25.35711238 -24.54716422 -24.23234012
 -24.65928698 -21.74922744 -22.58024663 -24.85339833 -24.98153968]","[10.64467965 10.15145765 15.18507405 12.63021654  7.82321783  8.88003399
  9.03870709  8.75118026 10.51361915  8.93448753  6.63583859 16.82240185
 11.43793954 11.28102394  9.98973464  8.60006183  9.87353727 10.00089787
 11.20262018  6.42706296 14.06807557  8.84387557 10.31319262 12.74669381
 10.84451231  9.78469946  8.21620906  8.61632331  8.02229799  8.11966565
 10.12869593  9.70350772 10.52912146  9.19882661 11.70252669 16.50789498
 11.5249131   9.28583723  9.21922746  8.21736695]"
211,sub_0026,Intero,13.014,-3.694,2,"[  0.19412043  -0.84196816  -0.52565059   0.03753103  -6.08228328
  -2.07382711  -0.42849329  -6.99715922  -1.54556645  -1.94132609
   0.60551906   0.67721158  -4.56839948  -4.73936753 -10.67707552
  -3.12351276  -1.18213891   1.39105796  -7.84081724  -0.99251354
  -1.99962711  -4.5591121   -1.56822293  -1.67034175  -5.14332095
  -3.1817615   -4.06321022  -4.47403431  -2.36650461  -3.70361689
  -5.97391028   0.95052766  -0.03103808  -4.50309051  -3.10602129
  -1.37626156  -3.13399544  -4.58267238  -1.73510761  -5.36670528]","[20.08538636 20.16819924 18.86659758 12.52483461 13.94229195 11.64489043
 14.57610183 12.72900255 16.17476836 12.734031   14.00747192 14.15874008
 14.24169086 13.47344625 11.77804067 17.00729083 14.75134311 12.66332971
 18.25584357 10.10185078 13.59515248 12.10422115 13.85505094 12.12181133
 10.44280592 13.59591461 11.08682634 11.42275096 13.94573659 11.08286883
  7.33104211 13.55824839 14.24576527 14.37969213 10.7586531  13.54917421
 13.67798823 12.85642043 11.76007057 13.36772763]"
212,sub_0027,Intero,13.817,-2.941,2,"[-3.89760882  0.81341894 -2.58726899 -5.42593152 -1.55584513 -0.4584618
 -1.80461909 -3.26929541 -7.3212202  -6.32407503 -7.9594969   0.01864471
  2.09472668  1.87737222 -2.30152391 -0.45628558  3.2857839   0.51743734
 -4.15464272 -3.73148809 -1.7302288  -0.66919853 -0.46304129 -1.82145728
 -3.36837208 -3.57567437 -2.65020049 -1.86676575 -5.38681905 -1.89395953
 -1.12945784  0.06466007  0.11678738 -2.73202345 -1.09663692 -1.93614294
 -0.87905006  2.1250425   3.59735965  1.8333405 ]","[14.45495236 13.02392312 10.79321675 11.90275019  9.11710926  9.8336422
 10.89053046 11.75759394 10.86482454 10.26787425 13.27501573 17.2751404
 19.19145455 14.89019153 15.10365105 17.46801867 17.00920672 17.14129628
 17.86127107 21.98020435 11.14834445 11.83199037 11.47326058 11.13660677
 13.52633675 10.99913279 13.34335386 13.07784679 13.75294968 10.0013655
 11.80537736 17.76814379 20.69751839 13.44688623 10.60460252 13.11432818
 14.06782713 12.41899259 10.78473471 12.23405122]"
213,sub_0028,Intero,12.233,-9.207,2,"[-11.98501818  -9.1502194   -8.73235851 -10.91042278  -7.86445528
 -12.0565205   -6.48419049  -9.27276045  -8.67088184  -9.77283313
  -8.43427619  -5.34909095 -10.4661654   -7.76716917 -12.99510329
  -4.39379606  -6.22948358  -8.38666853  -8.90960341  -8.35593475
 -12.75580618  -9.82793479 -10.44752139  -8.32490596  -9.50592612
  -8.17625825 -10.070023    -7.16647435  -8.19642629 -11.53696952
  -8.65707464 -10.51338422  -7.94682135  -8.64320562 -10.48801411
  -8.92912587 -11.32996057 -10.31088459  -8.67193834  -9.46596824]","[ 8.65693222 12.91223184  8.96600895 11.47255951 10.49083579  9.54322248
 15.00404903 13.9325098   8.72249562 12.87117483 11.95466344 14.21444049
  9.68973165 13.08872827  9.86081437  8.98090182 14.04750825  9.258305
  8.07601855 11.64356609 13.79963577 12.24283217 12.58150244 11.84836153
 13.04974557 10.97646593 10.84708828  9.10913159 11.69607659 13.73470676
 11.23595437 11.09014618 10.93741796  8.10907491  8.74272007 11.80160249
 11.50374827 12.66532797 11.71674143 11.15956414]"
214,sub_0031,Intero,10.908,-18.197,2,"[-16.65998094 -16.62699013 -20.26504843 -19.35131619 -19.59559335
 -17.54839645 -17.73621828 -16.21621751 -19.92779601 -19.12550242
 -18.07745065 -17.29804072 -17.99301628 -15.92923976 -21.92834883
 -14.85210976 -17.25443631 -18.39447445 -17.50914861 -17.89711543
 -22.94310575 -13.29047562 -12.78833256 -21.14323099 -20.82520603
 -19.92309803 -17.57789862 -17.58864895 -17.71745888 -20.74603999
 -18.33148023 -17.72030025 -19.15526497 -17.91405271 -23.69163588
 -16.46525684 -17.64617033 -17.65442672 -19.19168215 -18.96124474]","[ 9.8159749   9.90903706  8.89911427  9.3350189   9.25200349 13.44156608
  9.73533231 12.08124726 10.57722286 12.51433151 12.62873461 12.93118868
  8.91715985  9.80137688  9.82621849 11.77664366 12.82406448 14.03844868
 14.73452946  9.60436923 10.89014387 12.24738237 11.96324963 11.76552845
 10.46917632 12.35748007 12.54961159 12.78171483 12.54683238 13.57734506
  8.71698499 13.33205377  8.8511949  12.40772312 11.89503137  9.12659194
  8.16395039 10.05245415 12.13597582  9.01545362]"
215,sub_0032,Intero,12.125,1.439,2,"[ 0.86435403  0.90244742 -0.16097991 -0.17261    -0.9191463   0.34266676
 -0.72034351  2.84453841 -0.74663727 -0.2033445  -0.63931336 -0.63931336
 -0.59776152  0.40922733  0.47486795 -0.9195024  -1.61644421 -0.49377964
  3.68381287  1.49003945 -1.32028469  4.67123935  2.1249708   0.42432308
  1.48990863  2.53887275  0.52039637  0.51346482  4.62087533  2.8892529
 -1.71162978 -2.15778436  2.75079851  1.37903702  1.44561058 -1.4919674
  2.89915848  2.89915848  3.02838173  2.76948415]","[13.73038938 12.56448778 11.27223375 12.05422936 14.29257988 16.54237442
 11.16234805  9.83058181  9.91396327 10.51474349 10.39028849 10.39028849
 12.28992162 15.2930599  14.52161441 14.26507075 13.98710821 17.03265929
  9.05181918 14.08113705 10.48589092  9.35756831  8.18582299 11.17458036
  8.73375285 11.70951788 12.87855923  9.57663571 10.06302599  8.99666117
 11.925897   14.13665728  9.40139395 14.19037208  8.75554998 11.3304743
 13.50294129 13.50294129 13.09955963 13.16704397]"
216,sub_0034,Intero,17.23,-13.057,2,"[ -7.45130254 -10.4252545  -17.46476032 -16.28446893 -13.39863302
 -13.98855648  -6.69331749 -10.89286362  -9.25528206 -16.98811915
 -13.53409172  -8.38429866 -10.01688328 -21.18891052 -18.15826341
  -6.17975354 -16.32660122 -11.93894748 -14.09241124 -12.10826078
 -10.92468051  -9.61309131  -9.41478632 -15.9113426  -19.21543577
 -15.24970932 -14.88929968  -8.2340918   -9.85697513 -10.15346778
 -15.17907241 -14.37773896 -13.50132354 -12.46389478 -10.54256596
 -11.08235491 -14.54062439 -12.36579997 -13.77193646 -15.40134868]","[18.23226101 17.04915526 16.31604698 13.79259638 17.58855467 17.3590235
 16.61250467 17.19390252 14.34929731 19.05829871 16.25376315 17.77696468
 21.71798528 15.74218285 32.33063954 22.38799689 13.35620274 19.36159705
 19.90332837 13.41618688 28.95343704 19.30777428 18.03817425 15.91765573
 19.02622588 19.79197866 16.22376662 16.55781219 18.93612082 19.86603881
 20.73932061 13.97725682 13.99598968 18.86855198 17.16995388 16.33026934
 16.79406115 18.44773265 16.53450952 13.21429994]"
217,sub_0035,Intero,10.741,-13.416,2,"[ -8.3601219   -9.98878228 -16.06859393  -9.93012439 -12.23446899
 -12.63526112 -13.55912737 -14.58361448 -14.75685008 -12.58254173
 -14.10447203 -10.93378514 -16.0640198  -16.15635056 -10.44378764
 -15.80808585 -20.61564731 -13.33304309 -14.44498443 -14.44498443
 -15.56627069 -14.00537231 -13.21440852 -14.9916177  -17.04962998
 -16.62045081 -17.36113471 -16.53138189 -17.27176494 -10.62387741
 -10.14957767 -14.02312762 -12.12800546 -14.6730007  -11.73093614
 -14.25250037 -14.49510383 -12.6497968  -15.4230432  -11.88024435]","[14.58015038  9.76450892 12.110623    9.46013053 12.38370934 11.08856323
 11.40574455 13.73158027 11.29669367  7.91900712 13.09053016  9.15726434
 10.96361974  9.30796885 14.08134058 13.45667653 14.76189392 10.03914763
  9.96788624  9.96788624 18.05654169 13.16347271 10.393184    7.49875889
 20.73384283 18.67973397 14.633238   14.38101544 14.16616186 15.27826423
 11.05598909 10.70733269  9.4620284   8.5219479  10.89994604  9.27586623
  9.22729815  9.67133882 11.29281163  9.56574573]"
218,sub_0037,Intero,13.757,-8.879,2,"[-10.72705118  -7.99464246  -9.56898519 -11.51225432 -11.68766575
  -6.79387161  -7.42116395 -10.74963267  -6.24910548  -5.78271321
  -9.84009542 -11.65203394  -6.06384692  -9.69933367 -11.56198348
 -13.92921796 -10.80531724  -6.8969336  -10.19662959  -7.52094883
 -14.85980297 -15.11140373  -8.66779421  -6.9731799   -8.78829855
  -8.41759269 -11.70984989  -6.72999707  -8.62342276  -4.1854343
  -3.46938813  -0.55467494  -0.35308553  -0.92060691  -7.08502017
 -11.24920604  -8.10371939 -10.22600638  -9.20006537  -2.16095753]","[14.6887311  11.046226   14.99932619 11.01841322 10.59213395 13.83780357
 13.39230893 14.6756529  12.60582389 10.17713293 10.18383165 12.82870359
 12.90768849 13.49588021 16.33646735 14.97438935 13.71412644 13.27777776
  9.98734652 14.30611443 15.08239497 16.68135754 10.73187554 12.91607937
 11.83092977 14.73148647 16.67596129 10.15454733 15.35088823 12.57269744
 20.28012995 18.42273096 17.78322427 18.36471229 12.66638323 14.28987807
 11.37543784 11.68215975 12.18679087 11.33797854]"
219,sub_0038,Intero,10.703,-23.115,2,"[-22.59332382 -26.60423336 -21.70944739 -22.01479807 -23.95845389
 -25.52359973 -21.3387377  -24.33073309 -24.27792063 -22.63418402
 -24.00592776 -23.6739248  -21.31634928 -24.54898394 -22.67238303
 -20.79925403 -23.86035336 -22.80355166 -20.5243592  -22.11811943
 -23.23674113 -24.61799031 -24.82231777 -24.58298041 -21.53480456
 -21.69931706 -21.77493316 -21.9301998  -24.36699011 -24.94057252
 -20.20443385 -21.77074815 -24.38377807 -22.72434751 -23.12582089
 -25.21376338 -22.54141141 -23.12024709 -24.18821013 -24.87643532]","[ 9.03438444 14.24513786  7.20869759  8.0071242   8.74547636  7.89852483
 15.98565954  6.99075773 12.93114764  8.89389614 10.36504183  8.09510514
 12.38976148  7.80400113 12.76896434  9.93988608 11.77979588 11.6520381
 11.31809056 21.75195009  9.67069668 11.15445116  9.79646155  9.67844727
  9.85292103 13.31518552 11.06137062 10.75155783 10.04528168  8.9743879
  7.52261858  7.88829895 12.30262833 10.07559635 10.34111057  9.76191504
  8.23529158 10.69364213 10.5770302  10.07495339]"
220,sub_0039,Intero,11.009,-5.07,2,"[-5.04438889 -5.33478592 -4.64488026 -4.69561096 -5.47848236 -5.72690373
 -4.70787134 -5.04740313 -2.42805399 -2.96102594 -2.65126663 -2.94561035
 -5.08958648  0.05963149 -8.91966437 -7.94677739 -6.05695535 -3.77314862
 -3.19686739 -1.47975833 -4.23693268 -5.68432784 -2.85907493 -3.49274234
 -5.49259239 -4.13782573 -6.36521899 -7.32962141 -7.36656022 -4.76550932
 -4.71709486 -5.86403142 -4.84625504 -3.68203662 -3.84744552 -6.74490393
 -5.94120282 -5.74289726 -2.20170542 -3.95145873]","[14.14886913 12.76033011 16.18094255 11.03540984  9.45498013  9.22737252
 11.08936303 11.6025311  12.04094788 13.08883219  8.89522065  9.29881863
 12.02136706 11.49419195 12.25299055 13.80229747  9.53596929  8.49693421
 12.97381153 12.24809412 12.26353816  8.69886028 10.1057345  11.58688537
 10.8540423  11.02283358  8.86819561  8.52369295  8.67058845 12.33080051
  7.57593789  7.43649522  7.78120538  7.9057513   7.59012174 14.71678446
  9.06940051 10.65824347 12.26823943 13.18435948]"
221,sub_0042,Intero,9.726,-15.841,2,"[-16.85120831 -14.59298475 -15.7556384  -15.51795638 -16.5385677
 -17.76313728 -15.80210594 -16.46561067 -11.49211521 -11.74701791
 -10.9894202  -15.95913364 -13.85925915 -13.82465395 -18.0741002
 -14.21989255 -18.52156039 -16.97018588 -16.58810877 -16.23644816
 -16.07658563 -16.92592435 -16.74743747 -15.92497952 -12.15769937
 -13.01034092 -18.46539569 -18.41192661 -13.1849912  -13.1849912
 -17.75987601 -16.72392777 -14.78964091 -16.4326572  -14.78115665
 -15.00334096 -16.03388772 -14.96447936 -15.62365073 -15.62365073]","[ 7.74011155  6.27455652  6.14402453  6.02748141  7.77682452 10.40239766
  6.83823037 11.85305479  9.49951095  9.91695163 13.74829368  8.25252006
  9.32627661  6.91262176  9.18143416  7.56049546  8.38226427  8.26012541
  7.79366086  7.01820508 10.60665084 10.32122771 10.1651357   7.43697395
 10.70551217  9.25658181 11.45317496  9.4205602   7.88840918  7.88840918
 10.21969027 10.10480632  7.89632888  8.4823708   9.72260488  9.61252646
  8.70314214  7.81216728  8.56215181  8.56215181]"
222,sub_0044,Intero,14.729,-10.229,2,"[-11.32519751  -7.97731813 -11.2543729  -11.44320498 -12.97098734
  -8.22401674 -12.72823828  -8.57390171  -9.12521688 -11.11986848
 -11.18888555 -12.24698408  -8.53641917 -11.58657985  -9.24935671
 -10.13964166 -13.48814361  -8.15700252  -8.28044204  -9.30681533
  -6.17834538 -13.84628412  -9.56751904  -9.02109785 -10.67200538
  -8.98001587  -6.87692509  -4.67985529 -14.42411011 -13.79895215
  -8.66344989 -11.50218099 -10.8887484   -8.21073812 -11.91366525
 -11.63819638  -8.15674912 -10.76204868 -13.31742319 -10.1221392 ]","[13.28881568 14.30157783 11.43937175 10.31022407 15.94942424 10.24515869
 15.63914555 14.1411393  14.5383256  13.35820127 13.14599717 12.95399112
 11.30451766 13.29839435 14.38743474 18.10152548 12.12979266 13.26658971
 12.47030844 10.57078052 18.32970503 15.9829305  15.54648273 11.80287638
 16.68867466 12.12726432 15.61511521 10.50101119 11.97118279 11.19666876
 15.57287978 15.00455097 12.48348371 16.33592127 11.96227611 11.83758172
 16.61871997 17.32007345 14.84607375 15.27121776]"
223,sub_0045,Intero,7.344,6.828,2,"[6.56244866 6.76152528 8.08031646 5.80258392 6.33246189 5.73358045
 7.21736032 7.81669476 6.15175649 9.60365857 6.1503614  7.47172593
 5.81995696 6.05677779 8.22714202 6.97901201 7.11886187 7.37051178
 7.33117846 5.76880678 7.51644775 5.18921002 4.0037807  4.28428703
 7.99561718 6.04078673 5.9911898  5.88236866 6.35429858 7.64651377
 6.94208815 6.76267789 7.36001328 7.44187462 9.10814229 4.5226119
 6.26262517 7.45009293 8.13241455 8.27186125]","[10.23219022 10.72258089  6.31070387  8.24525897  8.56483449  5.51396225
  6.49781544  5.91346041 12.248173    5.6636482   8.60255509 11.05564896
  6.20324614  6.34176827  6.6040692   8.0302008   6.02807683  6.27310829
  5.31772272  5.626658    6.04355906  7.02949167  9.35093913  7.27143797
  7.10960312  8.35276992  8.6455892   5.30857541  5.38757688  9.0358187
  6.50432649  6.65239842  9.22221242  9.48763712  6.56972548  7.15769497
  7.08224988  7.89462723  9.21169614  5.93613389]"
224,sub_0046,Intero,11.231,-9.255,2,"[-10.66623977  -8.25397117 -10.18377637 -11.12857745  -7.3891001
  -7.3891001   -6.71419222 -10.31565294 -12.79641664  -9.41056335
 -10.12291196  -8.2657514   -9.45927278  -9.0214974   -7.94448046
  -8.41074224  -2.93365891  -3.80654047  -3.82729    -10.38685847
 -10.96301584  -9.38699481  -5.97395592 -10.07518954 -10.07512847
 -11.99460664 -13.02285593  -7.40572257  -6.51487537  -8.28026011
  -8.82253317  -6.51728669 -12.17307136 -10.01224246  -9.10666082
  -7.8437187  -10.60147988 -10.85547116  -8.21867458  -7.74230009]","[ 9.8104821  12.66913091 11.55458172 10.70716763 11.04682052 11.04682052
 10.67276502 12.48673539 10.71074605 13.18356779 10.3827665  10.75292344
  9.95858335  9.90132147  7.94837833  8.05773941 14.25427324 15.0067305
 14.82752039 13.75385078 11.73861526  9.54682076 11.52235966 11.80887853
 12.62080909 15.02914469 12.31384097  9.80643339 10.41975416  9.96550749
  9.89859932 11.8490642  10.05351616 11.27921799 13.74862048 12.47934307
  9.25665422  8.76965818  9.99696124  7.8587617 ]"
225,sub_0047,Intero,25.211,-26.56,2,"[-29.34397876 -29.49855805 -29.85914505 -27.62369758 -29.87526795
 -33.45849776 -30.24742287 -24.05181176 -24.50436622 -27.35413454
 -17.63293537 -20.54932163 -26.91868341 -29.12152388 -22.8510863
 -28.30428654 -27.45885237 -24.83763853 -26.08532243 -28.36262765
 -15.40508849 -30.91097532 -27.18921584 -18.7173486  -22.24638266
 -18.67794871 -20.68394775 -27.26813354 -26.85820875 -24.11877727
 -27.50481689 -26.67119751 -26.72684737 -21.81213451 -28.27898979
 -24.98821393 -27.91305055 -27.65632777 -25.06705045 -24.08208145]","[23.26648376 28.89845672 34.68658189 44.28170694 36.34170788 26.34126958
 32.61745062 20.22453137 19.52264096 17.16580375 24.41467434 23.56763393
 20.56804045 24.10576085 20.19415026 26.3863451  21.76698867 22.86152114
 17.97097493 21.51291515 27.95710404 20.32884576 27.95242605 25.87274115
 26.72145637 32.89071157 37.38406199 39.07927176 37.12517202 38.74709192
 39.24312638 17.54986397 18.35343302 17.1644398  32.46712531 20.09095914
 27.45077324 24.10464486 20.29759018 16.91317917]"
226,sub_0049,Intero,7.424,-23.277,2,"[-20.86302184 -25.18826503 -20.58081035 -22.97584015 -23.27129585
 -24.06324978 -22.32002448 -27.47105869 -26.65382807 -25.23373297
 -23.34877994 -22.40448156 -22.49497381 -22.75887613 -22.64091151
 -22.91023831 -23.18967453 -24.10455803 -20.31202177 -21.52574543
 -23.34580371 -21.7451424  -21.42944318 -23.09883806 -24.11862566
 -23.34739524 -20.81374054 -20.63052703 -22.60987318 -22.8561909
 -24.51658001 -23.99629342 -23.99629342 -24.04393515 -23.2628204
 -22.5546957  -22.98336371 -23.07730034 -23.97931641 -25.12865249]","[ 6.34288533  8.32496759  5.2436555   6.78849141  6.74871482  7.67176759
  7.34815385  9.92991388 10.36670623 18.71886811  8.146467    7.9932847
  7.83463921  9.0677505  10.87576263 11.43657559  8.82569349  8.90751459
  9.55126904 10.54049366  5.03623898  8.16564865  8.4150189   7.1663315
  7.62810358  7.38851156  8.53078688  9.03672134  7.9688853   5.02818375
 11.84772471  5.79754524  5.79754524  5.50134564  5.44405554  6.89993735
  9.22636759  9.24066705 10.22339943 11.06383586]"
227,sub_0050,Intero,8.054,-33.866,2,"[-35.59272934 -35.28582329 -36.1029001  -33.23840982 -35.03959885
 -35.09701614 -34.79326891 -31.75244753 -33.67011464 -34.45723757
 -33.00217151 -33.33054034 -35.08492688 -33.49083662 -33.87782035
 -33.87782035 -32.36370581 -33.79434492 -33.79434492 -31.95575557
 -33.14458646 -32.56847093 -32.68159627 -35.36739293 -40.18371788
 -39.95252243 -40.24620224 -38.94130729 -39.96011197 -38.88295843
 -38.58626453 -31.99459146 -36.29988287 -35.5533416  -32.97803274
 -33.29665305 -33.30748217 -32.69791012 -32.76562744 -32.35010183]","[ 6.1642446   6.25381088 13.15890119 11.99204933  7.55616154  7.17654626
  6.19219578  5.87660272  6.50184175  6.34285553  8.13560335  7.98284819
  6.06429821  6.31767849  5.89724075  5.89724075  6.59639999  5.9597787
  5.9597787   6.52265297  7.09246882  5.73147288  6.30606821  9.54325033
 12.34551458 12.7272498  15.64083256 10.32952708 12.6379094   9.13077602
 12.0466334   8.04821746  8.23117714  8.87239434  5.58793405 10.50944743
  5.90422747  5.69056356  6.1364788   7.82177351]"
228,sub_0052,Intero,9.383,6.698,2,"[ 5.54986561  5.85752445  4.3699406   9.93346304  4.31654253 10.11600207
  9.55238651  8.68461422  4.48260756  6.24158686  8.00007382  4.97020342
  6.06303522  6.50960288  5.64305886  8.84608437  4.43094778  5.32352507
  8.15047475  6.8577561   8.74064867  6.53110339  8.1931003   7.28923221
  7.83249551  8.30665034  8.29049248  8.07924319  9.78440287  5.74947771
  6.84320639  8.42990896  5.47872824  7.43882867  5.35558657  4.67232277
  4.79444019  4.99695483  7.34643088  1.98025951]","[ 8.2034127  10.90218503  9.53436831  9.77045768  9.69039987 11.64960329
 13.55360818 10.56740847 14.77057909 11.91173041 10.7524144   7.61352885
  7.74763903  7.23517894 10.06895984  6.04883776 12.28681133  9.59376662
  8.15605489  7.57637266  9.33548628  9.64769792  8.22114109  8.59540734
  7.78877229  6.59112873  9.02972149  9.86834657  9.37084474  9.85255896
 11.79084854  6.8336553   7.21824224  7.84737258  8.1164808   8.32484672
  8.3869953   9.3868609   8.63897013  9.64548917]"
229,sub_0056,Intero,8.171,-18.299,2,"[-16.98269881 -19.5493693  -19.73078713 -16.66262032 -18.16250315
 -14.50529822 -22.90363341 -21.01766622 -20.22562407 -20.19649326
 -14.11515619 -14.48930791 -18.97211221 -16.99217212 -19.21691505
 -18.19860454 -18.54890564 -17.59050369 -17.66294656 -19.26956981
 -14.97943274 -16.47773281 -17.95210092 -19.96951257 -17.58272056
 -19.73704845 -20.8151526  -20.98149789 -20.29444487 -16.65868484
 -17.77075946 -19.28047105 -17.86455638 -16.41935391 -17.53192776
 -17.34768811 -19.15901584 -20.43630912 -19.99096286 -18.94870278]","[ 6.35853765  4.46826094  4.57254481  5.53631154 10.08730015  9.38611379
  7.74796394  8.2930872   9.17073751  8.96473444  8.44567927  8.43813871
  7.31311591  8.52701873  6.9465856   6.79386204  6.34125373 10.90555594
 10.20520483 10.1653769  11.43545059  5.88527116 10.84067063  8.34550975
  8.22505203  6.75122132  6.80106863  6.39125579  6.15353609  7.58269104
  7.64037833  7.99531643 10.58276213  9.52014576  7.29148155  8.15178158
  5.70944453  6.95731125  6.1005847   8.98681714]"
230,sub_0057,Intero,9.568,-8.858,2,"[ -8.43008795  -9.63288408  -6.4372477  -10.94733584  -6.67705367
 -10.06777949  -8.82898709  -8.82898709 -10.15326268  -7.62875254
  -7.83871808  -6.74350949  -6.07863019  -7.24540448  -9.9869135
  -4.84664914 -11.18941854 -10.20993457 -10.89342517  -7.73333123
  -9.04025104  -9.55068695  -7.99851059  -7.12917225 -10.32880488
 -10.32880488  -8.05896247 -10.92165838 -11.14442203  -3.87328019
  -5.88030537  -9.74125754 -11.61364393  -6.03706454  -6.29998693
 -10.86851583  -7.44198449 -10.46173985 -10.07022353  -7.86380674]","[ 7.04654021  8.47670386  9.47898947  9.81965788  8.82564513 12.21696681
  9.86054803  9.86054803  8.43238253  8.51774831 12.38322779 12.16069053
 10.79875144 10.82472095  7.69016388  9.42919443  7.97306092  9.35771048
  8.24502012 11.21964227  8.84417751  7.91585294 10.1093693  11.58666682
  7.90910069  7.90910069  8.36137509  9.19463712  8.69926928 13.30551773
  6.99939383 17.98088212 14.98582429  8.5680959   8.95804768 11.12384466
  9.50952547  8.00338341  6.64340292  6.56536415]"
231,sub_0058,Intero,12.592,-18.652,2,"[-17.88770702 -22.06856    -19.41808779 -21.79061564 -17.79293818
 -19.71249    -20.08230834 -21.29931522 -19.80153293 -21.2319886
 -18.23038484 -18.973855   -14.85320196 -13.91078295 -22.60150398
 -21.16215665 -19.67631419 -19.56185683 -17.62455766 -19.15505341
 -19.27645264 -18.34742425 -20.56579342 -21.33560072 -15.37413612
 -14.71675904 -14.61805054 -19.9470882  -23.086785   -23.06318926
 -17.28917217 -18.89003956 -18.36287136 -15.24516919 -17.23085237
 -23.7968839  -18.55437025 -15.34023643 -15.20372783 -17.12041063]","[17.03908414 12.48433109 11.73183007 14.61208598  8.7807258  10.5838639
  7.05685296  7.66452303 22.64122286 17.35794386 13.06239318 10.12836732
 12.7748214  21.25202025  8.81682447 12.93921934  8.04944964  8.77255878
 11.52178641  7.89142081  9.9833371  13.26433074 11.5846419  10.22796694
 12.81489949 13.3424177  13.21546382 18.5479355  17.03396225 17.82342015
 12.75150856 11.69867121 15.18597857 12.58706268  9.6846474   9.9255317
 10.12192061 17.19762306 16.44386583 15.56436737]"
232,sub_0059,Intero,7.086,-2.601,2,"[-3.4597743  -5.55543711 -1.82094471 -2.39586116 -3.02323556 -1.54708805
 -5.30138475 -2.89648952 -3.17819497 -1.58277216 -4.46017179 -3.21876318
 -2.20324824 -3.30034211 -3.02438823 -2.05881167 -1.29128788 -4.47708386
 -1.82999564 -4.26954397 -5.29599058 -2.9140395  -2.72670027 -3.17079399
 -3.63131031 -2.44007663 -4.0819811  -3.15943354 -3.45048391 -3.30673816
 -5.7985563  -4.65546544 -1.30871047 -1.44247901 -0.91182625 -0.56431465
 -3.04384703 -6.8605881  -1.50547626 -3.35387372]","[ 4.70330877  4.36577346 11.48803011  5.27282079  5.09249634  6.3323263
  9.46337698  9.11593759  9.79741901  5.13086341  7.4830892   6.46524797
  6.4270347   7.09961955  5.34420903  6.75076349  8.57743313  6.44468564
  7.23064678  6.74404294  5.87815136  8.10490414  8.62131917  5.26217784
  6.20768257  6.99031574  7.12159283  4.61371372  6.50153142  4.93441502
  8.9837759   9.47147519  5.9021247   5.87230441  5.54349318  7.69862032
  8.23911617  8.42117331  8.85909042  6.20058769]"
233,sub_0060,Intero,11.002,-10.06,2,"[ -8.95634794  -7.8492915   -9.0218806  -11.03018844  -9.19891363
  -7.69411892  -9.26552969  -6.30011073  -8.05844116  -9.33351967
  -8.53890499  -6.37276467  -8.70750398 -10.51017614  -9.58409531
  -9.89065636  -9.89134471  -3.8319585   -4.38586654 -14.44817272
  -8.7752144   -4.12724964 -11.58874316  -6.69387313  -7.07760878
 -10.78957066 -10.06627338  -9.25469202  -6.0106222  -12.50244604
  -4.93168452  -9.61610978  -4.43031738  -5.25686473  -9.86497054
 -11.12188964  -9.28879748  -8.48076466  -9.99224006  -9.44957061]","[13.4261886  14.3199846   7.82684373 12.34932744  8.84244825 11.57594563
 11.23156554 10.25200839 10.05615107 10.78311414  8.13394691 11.55520057
 12.8883219   9.89625984  8.15704855 12.28558136 12.42695468  9.09525312
  9.45198077 14.79282626 10.56718814 16.76035497 15.50369269 12.00140447
 11.00084054  9.52800572  9.50961821 10.72790856 12.12857851 11.14487072
 11.88474783 15.62375453 14.03303621 14.30967079 10.19480575 13.35842411
  8.15183681 16.17242884  7.04563664  7.41921068]"
